country,quarter,policy_rate_nominal,real_effective_exchange_rate,fx_real_change_qoq,natural_rate_hlw,natural_rate_lm
Argentina,2003Q4,1.5166666666666666,223.07666666666668,-2.7465740485082657,,
Argentina,2004Q1,1.3066666666666666,217.28333333333333,-2.597014479326998,,
Argentina,2004Q2,2.1866666666666665,226.08333333333334,4.0500115057145125,,
Argentina,2004Q3,2.5,218.75,-3.243641725027646,,
Argentina,2004Q4,2.5,212.50333333333333,-2.8556190476190513,,
Argentina,2005Q1,2.75,214.48666666666668,0.9333186930401194,,
Argentina,2005Q2,3.75,216.58,0.9759736424952647,,
Argentina,2005Q3,4.25,218.39333333333335,0.8372579801151137,,
Argentina,2005Q4,4.666666666666667,213.29333333333332,-2.33523611831864,,
Argentina,2006Q1,5.0,208.59666666666666,-2.201975370381948,,
Argentina,2006Q2,5.416666666666667,209.84666666666666,0.5992425574074423,,
Argentina,2006Q3,5.75,210.58666666666667,0.35263843441242226,,
Argentina,2006Q4,6.166666666666667,213.60333333333332,1.4325060149423807,,
Argentina,2007Q1,7.883333333333333,213.08,-0.2450024188136779,,
Argentina,2007Q2,10.296666666666667,208.78666666666666,-2.0148926850635185,,
Argentina,2007Q3,10.393333333333333,202.8033333333333,-2.8657640973242304,,
Argentina,2007Q4,10.700000000000001,196.10333333333332,-3.3036932331815705,,
Argentina,2008Q1,11.123333333333335,192.66666666666666,-1.7524774353657069,,
Argentina,2008Q2,11.719999999999999,190.42333333333332,-1.1643598615917017,,
Argentina,2008Q3,12.219999999999999,198.54333333333332,4.264183310868774,,
Argentina,2008Q4,12.343333333333334,216.8033333333333,9.19698470527004,,
Argentina,2009Q1,13.299999999999999,208.9333333333333,-3.6300179886533113,,
Argentina,2009Q2,15.049999999999999,188.59333333333333,-9.735162731333746,,
Argentina,2009Q3,13.410000000000002,176.37,-6.481317826717092,,
Argentina,2009Q4,9.5,173.51333333333332,-1.6197010073519813,,
Argentina,2010Q1,9.5,180.00666666666666,3.7422676451377423,,
Argentina,2010Q2,9.5,182.94666666666663,1.6332728417465914,,
Argentina,2010Q3,9.5,181.75,-0.6541068435245045,,
Argentina,2010Q4,9.5,177.06000000000003,-2.5804676753782507,,
Argentina,2011Q1,9.5,174.32333333333335,-1.54561542226741,,
Argentina,2011Q2,9.5,167.79999999999998,-3.7420884563168277,,
Argentina,2011Q3,9.5,169.26333333333335,0.872069924513319,,
Argentina,2011Q4,9.5,176.48333333333335,4.265542842513637,,
Argentina,2012Q1,9.5,174.26999999999998,-1.254131646047807,,
Argentina,2012Q2,9.5,181.03333333333333,3.8809510147089776,,
Argentina,2012Q3,9.5,180.36666666666667,-0.36825630638923634,,
Argentina,2012Q4,9.5,174.92,-3.0197745333579884,,
Argentina,2013Q1,9.5,168.02666666666667,-3.9408491500876552,,
Argentina,2013Q2,9.5,165.73999999999998,-1.3608950960165234,,
Argentina,2013Q3,9.5,164.84,-0.5430191866779177,,
Argentina,2013Q4,9.5,153.78666666666666,-6.705492194451191,,
Argentina,2014Q1,27.6199,133.42666666666665,-13.239119126062082,,
Argentina,2014Q2,27.11006666666667,130.16666666666666,-2.4432896972119478,,
Argentina,2014Q3,26.833299999999998,132.83666666666667,2.05121638924457,,
Argentina,2014Q4,26.8599,140.90333333333334,6.07262051140498,,
Argentina,2015Q1,26.37,150.50666666666666,6.815547301932767,,
Argentina,2015Q2,26.016766666666665,152.50666666666666,1.3288447909284296,,
Argentina,2015Q3,25.9264,160.1,4.979017310718659,,
Argentina,2015Q4,30.322733333333332,159.20666666666668,-0.5579845929627236,,
Argentina,2016Q1,33.29906666666667,122.53000000000002,-23.03714249822034,,
Argentina,2016Q2,34.66676666666667,130.49,6.4963682363502695,,
Argentina,2016Q3,28.416700000000002,128.77333333333334,-1.3155541931693326,,
Argentina,2016Q4,25.4168,132.36333333333332,2.7878442741768206,,
Argentina,2017Q1,24.75,135.08,2.0524314387166953,,
Argentina,2017Q2,26.25,141.98333333333335,5.110551771789562,,
Argentina,2017Q3,26.25,131.61333333333334,-7.303674140157302,,
Argentina,2017Q4,28.416666666666668,136.45666666666668,3.6799716340796262,,
Argentina,2018Q1,27.25,126.10666666666667,-7.58482546351712,,
Argentina,2018Q2,36.75,119.35333333333334,-5.3552548107422275,,
Argentina,2018Q3,55.0,102.20333333333333,-14.36910015081272,,
Argentina,2018Q4,62.684333333333335,98.53333333333335,-3.5908809236489203,,
Argentina,2019Q1,57.323,102.01666666666667,3.5351826792963337,,
Argentina,2019Q2,69.116,101.04666666666667,-0.9508250285900965,,
Argentina,2019Q3,74.01066666666667,98.50666666666666,-2.513690044204009,,
Argentina,2019Q4,62.00133333333333,93.81333333333333,-4.764482945316728,,
Argentina,2020Q1,42.666666666666664,99.90333333333332,6.49161455372369,,
Argentina,2020Q2,38.0,103.8,3.900437089186215,,
Argentina,2020Q3,38.0,99.10000000000001,-4.52793834296723,,
Argentina,2020Q4,37.333333333333336,97.19666666666666,-1.9206189034645327,,
Argentina,2021Q1,38.0,95.75999999999999,-1.4781028155972487,,
Argentina,2021Q2,38.0,99.48666666666668,3.891673628515746,,
Argentina,2021Q3,38.0,104.56333333333333,5.102861354955435,,
Argentina,2021Q4,38.0,112.57333333333334,7.660429086040366,,
Argentina,2022Q1,42.333333333333336,116.02,3.0617079237237776,,
Argentina,2022Q2,49.333333333333336,121.61,4.818134804344076,,
Argentina,2022Q3,68.16666666666667,132.13,8.650604391086247,,
Argentina,2022Q4,75.0,131.33,-0.6054643154468908,,
Argentina,2023Q1,76.0,127.14333333333333,-3.187898170004322,,
Argentina,2023Q2,95.0,129.21,1.6254620769210693,,
Argentina,2023Q3,111.0,122.12666666666667,-5.482031834481338,,
Argentina,2023Q4,122.0,127.93333333333334,4.75462634423276,,
Argentina,2024Q1,93.33333333333333,106.09666666666668,-17.068785825951004,,
Argentina,2024Q2,46.666666666666664,129.43666666666667,21.99880612020484,,
Argentina,2024Q3,40.0,137.9466666666667,6.574643970023963,,
Argentina,2024Q4,35.666666666666664,145.42,5.417552677363213,,
Argentina,2025Q1,29.0,148.17333333333332,1.8933663411726975,,
Argentina,2025Q2,29.0,141.40666666666667,-4.5667236569783,,
Argentina,2025Q3,,125.81,-11.029654424591017,,
Argentina,2025Q4,,123.96999999999998,-1.4625228519195788,,
Argentina,2026Q1,,129.825,4.722916834718083,,
Australia,1976Q2,6.1066666666666665,,,,
Australia,1976Q3,7.966666666666666,,,,
Australia,1976Q4,6.419999999999999,,,,
Australia,1977Q1,8.69,,,,
Australia,1977Q2,9.96,,,,
Australia,1977Q3,11.06,,,,
Australia,1977Q4,9.18,,,,
Australia,1978Q1,9.116666666666667,,,,
Australia,1978Q2,9.376666666666667,,,,
Australia,1978Q3,10.273333333333333,,,,
Australia,1978Q4,8.246666666666668,,,,
Australia,1979Q1,9.25,,,,
Australia,1979Q2,11.0,,,,
Australia,1979Q3,11.166666666666666,,,,
Australia,1979Q4,8.666666666666666,,,,
Australia,1980Q1,10.333333333333334,,,,
Australia,1980Q2,22.25,,,,
Australia,1980Q3,12.333333333333334,,,,
Australia,1980Q4,12.833333333333334,,,,
Australia,1981Q1,12.0,,,,
Australia,1981Q2,18.583333333333332,,,,
Australia,1981Q3,15.916666666666666,,,,
Australia,1981Q4,14.833333333333334,,,,
Australia,1982Q1,16.12666666666667,,,,
Australia,1982Q2,22.043333333333333,,,,
Australia,1982Q3,18.25,,,,
Australia,1982Q4,13.416666666666666,,,,
Australia,1983Q1,14.126666666666667,,,,
Australia,1983Q2,14.333333333333334,,,,
Australia,1983Q3,11.75,,,,
Australia,1983Q4,10.0,,,,
Australia,1984Q1,12.293333333333335,,,,
Australia,1984Q2,14.126666666666667,,,,
Australia,1984Q3,12.13,,,,
Australia,1984Q4,11.71,,,,
Australia,1985Q1,13.170000000000002,,,,
Australia,1985Q2,16.83666666666667,,,,
Australia,1985Q3,16.336666666666666,,,,
Australia,1985Q4,18.043333333333333,,,,
Australia,1986Q1,17.5,,,,
Australia,1986Q2,16.37666666666667,,,,
Australia,1986Q3,17.003333333333334,,,,
Australia,1986Q4,15.583333333333334,,,,
Australia,1987Q1,16.36,,,,
Australia,1987Q2,13.943333333333333,,,,
Australia,1987Q3,12.06,,,,
Australia,1987Q4,11.75,,,,
Australia,1988Q1,10.709999999999999,,,,
Australia,1988Q2,12.31,,,,
Australia,1988Q3,13.01,,,,
Australia,1988Q4,14.286666666666667,,,,
Australia,1989Q1,15.816666666666668,,,,
Australia,1989Q2,17.91,,,,
Australia,1989Q3,17.919999999999998,,,,
Australia,1989Q4,18.116666666666667,,,,
Australia,1990Q1,16.916666666666668,,,,
Australia,1990Q2,15.25,,,,
Australia,1990Q3,14.416666666666666,,,,
Australia,1990Q4,12.666666666666666,,,,
Australia,1991Q1,12.0,,,,
Australia,1991Q2,10.833333333333334,,,,
Australia,1991Q3,10.166666666666666,,,,
Australia,1991Q4,8.833333333333334,,,,
Australia,1992Q1,7.5,,,,
Australia,1992Q2,6.833333333333333,,,,
Australia,1992Q3,5.75,,,,
Australia,1992Q4,5.75,,,,
Australia,1993Q1,5.583333333333333,,,,
Australia,1993Q2,5.25,,,,
Australia,1993Q3,4.75,,,,
Australia,1993Q4,4.75,,,,
Australia,1994Q1,4.75,89.37666666666667,,,
Australia,1994Q2,4.75,89.66000000000001,0.3170104054003753,,
Australia,1994Q3,5.25,88.86666666666667,-0.8848241504944676,,
Australia,1994Q4,6.833333333333333,90.13333333333333,1.4253563390847601,,
Australia,1995Q1,7.5,88.74,-1.5458579881656775,,
Australia,1995Q2,7.5,83.04666666666667,-6.415746375178422,,
Australia,1995Q3,7.5,87.66000000000001,5.5551095769446945,,
Australia,1995Q4,7.5,90.19666666666667,2.8937561791771094,,
Australia,1996Q1,7.5,91.88,1.8662921763553664,,
Australia,1996Q2,7.5,96.72666666666667,5.274996372079532,,
Australia,1996Q3,7.0,96.21,-0.5341512164863338,,
Australia,1996Q4,6.5,97.07666666666667,0.900807261892389,,
Australia,1997Q1,6.0,97.46666666666665,0.4017443257905873,,
Australia,1997Q2,5.666666666666667,95.95333333333333,-1.5526675786593613,,
Australia,1997Q3,5.0,93.15333333333335,-2.9180851802959595,,
Australia,1997Q4,5.0,90.85666666666667,-2.4654691190152622,,
Australia,1998Q1,5.0,92.11000000000001,1.3794621565102583,,
Australia,1998Q2,5.0,86.95,-5.601997611551413,,
Australia,1998Q3,5.0,83.91,-3.4962622196664794,,
Australia,1998Q4,4.916666666666667,82.78333333333333,-1.3427084574742731,,
Australia,1999Q1,4.75,84.56,2.1461646869337603,,
Australia,1999Q2,4.75,88.67333333333333,4.86439608956164,,
Australia,1999Q3,4.75,88.13666666666667,-0.6052176528080544,,
Australia,1999Q4,4.916666666666667,86.30666666666667,-2.0763208653227894,,
Australia,2000Q1,5.333333333333333,86.06666666666666,-0.27807817086359377,,
Australia,2000Q2,5.916666666666667,82.00999999999999,-4.713400464756012,,
Australia,2000Q3,6.166666666666667,83.98333333333333,2.406210624720573,,
Australia,2000Q4,6.25,79.49333333333333,-5.346298868823185,,
Australia,2001Q1,5.833333333333333,80.01,0.6499496813150207,,
Australia,2001Q2,5.0,79.57333333333334,-0.545765112694252,,
Australia,2001Q3,4.916666666666667,79.18666666666667,-0.4859249329758786,,
Australia,2001Q4,4.416666666666667,80.11333333333333,1.1702306785654093,,
Australia,2002Q1,4.25,82.83333333333333,3.395190147291327,,
Australia,2002Q2,4.5,85.78666666666668,3.5653923541247634,,
Australia,2002Q3,4.75,83.08666666666666,-3.147342244327034,,
Australia,2002Q4,4.75,84.81333333333333,2.0781513279306774,,
Australia,2003Q1,4.75,88.05,3.816223864172308,,
Australia,2003Q2,4.75,93.04,5.6672345258375945,,
Australia,2003Q3,4.75,95.89,3.0631986242476206,,
Australia,2003Q4,5.0,100.95333333333333,5.280355963430328,,
Australia,2004Q1,5.25,105.81,4.810803671663488,,
Australia,2004Q2,5.25,100.00333333333333,-5.487824087200332,,
Australia,2004Q3,5.25,98.96666666666665,-1.0366321122629363,,
Australia,2004Q4,5.25,102.59333333333332,3.6645335129673384,,
Australia,2005Q1,5.333333333333333,104.28333333333335,1.6472805250503875,,
Australia,2005Q2,5.5,104.62,0.32283842096851867,,
Australia,2005Q3,5.5,105.34666666666668,0.6945772000255035,,
Australia,2005Q4,5.5,104.34666666666668,-0.949246930768255,,
Australia,2006Q1,5.5,102.87666666666667,-1.4087656529517156,,
Australia,2006Q2,5.666666666666667,103.05666666666667,0.17496678871140592,,
Australia,2006Q3,5.916666666666667,104.87,1.75954976226671,,
Australia,2006Q4,6.166666666666667,105.37666666666667,0.4831378532150765,,
Australia,2007Q1,6.25,105.79333333333334,0.3954069528358639,,
Australia,2007Q2,6.25,110.5,4.44892557817127,,
Australia,2007Q3,6.416666666666667,111.08999999999999,0.5339366515836996,,
Australia,2007Q4,6.666666666666667,113.22000000000001,1.9173642992168727,,
Australia,2008Q1,6.9999,112.67,-0.4857798975446137,,
Australia,2008Q2,7.25,115.73333333333333,2.7188544717611896,,
Australia,2008Q3,7.166666666666667,111.35666666666667,-3.7816820276497687,,
Australia,2008Q4,5.166666666666667,89.89333333333333,-19.274403568114472,,
Australia,2009Q1,3.5833333333333335,90.42666666666666,0.5932957579353193,,
Australia,2009Q2,3.0,101.25666666666666,11.976555588322025,,
Australia,2009Q3,3.0,108.72000000000001,7.370708101524204,,
Australia,2009Q4,3.5,116.00333333333333,6.699166053470673,,
Australia,2010Q1,3.8333333333333335,117.17333333333333,1.0085917071348538,,
Australia,2010Q2,4.416666666666667,116.67,-0.4295630405097839,,
Australia,2010Q3,4.5,117.74000000000001,0.9171166538098907,,
Australia,2010Q4,4.666666666666667,124.06,5.367759470018685,,
Australia,2011Q1,4.75,125.54666666666667,1.1983448868826851,,
Australia,2011Q2,4.75,129.61,3.236512319456253,,
Australia,2011Q3,4.75,127.78000000000002,-1.4119280919682065,,
Australia,2011Q4,4.5,125.42333333333333,-1.8443157510304342,,
Australia,2012Q1,4.25,129.94333333333333,3.603795147101807,,
Australia,2012Q2,3.8333333333333335,125.70666666666666,-3.2603955570376764,,
Australia,2012Q3,3.5,131.18333333333334,4.356703436571929,,
Australia,2012Q4,3.1666666666666665,129.09,-1.5957311650362072,,
Australia,2013Q1,3.0,129.67,0.449298938724918,,
Australia,2013Q2,2.8333333333333335,125.00666666666666,-3.5963085781856474,,
Australia,2013Q3,2.5833333333333335,117.02666666666666,-6.383659538157971,,
Australia,2013Q4,2.5,117.88333333333333,0.7320268884584813,,
Australia,2014Q1,2.5,114.74666666666667,-2.66082284744803,,
Australia,2014Q2,2.5,119.09999999999998,3.793864745526365,,
Australia,2014Q3,2.5,119.13666666666667,0.030786453960285343,,
Australia,2014Q4,2.5,113.91000000000001,-4.387118435410309,,
Australia,2015Q1,2.3333333333333335,108.84666666666668,-4.4450297018113645,,
Australia,2015Q2,2.0833333333333335,108.19333333333333,-0.6002327433086485,,
Australia,2015Q3,2.0,103.29,-4.532010598311653,,
Australia,2015Q4,2.0,104.03000000000002,0.7164294704230967,,
Australia,2016Q1,2.0,104.31666666666666,0.27556153673617967,,
Australia,2016Q2,1.8333333333333333,105.79,1.412366192682546,,
Australia,2016Q3,1.5833333333333333,108.42,2.486057283297094,,
Australia,2016Q4,1.5,110.18,1.6233167312303953,,
Australia,2017Q1,1.5,112.05333333333333,1.7002480789011898,,
Australia,2017Q2,1.5,109.28666666666668,-2.4690623512612864,,
Australia,2017Q3,1.5,112.28000000000002,2.7389739522967194,,
Australia,2017Q4,1.5,109.21333333333332,-2.7312670704192077,,
Australia,2018Q1,1.5,107.92,-1.1842265901599203,,
Australia,2018Q2,1.5,105.39333333333333,-2.341240425006186,,
Australia,2018Q3,1.5,105.45333333333333,0.05692959706495859,,
Australia,2018Q4,1.5,104.85666666666667,-0.565811101277025,,
Australia,2019Q1,1.5,102.55,-2.199828337095089,,
Australia,2019Q2,1.4166666666666667,101.58,-0.9458800585080418,,
Australia,2019Q3,1.0,100.56333333333333,-1.0008531863227699,,
Australia,2019Q4,0.75,100.12,-0.4408498790148818,,
Australia,2020Q1,0.5833333333333334,96.55,-3.5657211346384443,,
Australia,2020Q2,0.25,96.63,0.08285862247539022,,
Australia,2020Q3,0.25,103.25333333333333,6.854324053951499,,
Australia,2020Q4,0.15,103.56666666666666,0.30346074380165344,,
Australia,2021Q1,0.10000000000000002,107.69666666666667,3.9877695526231216,,
Australia,2021Q2,0.10000000000000002,107.97666666666667,0.259989476616429,,
Australia,2021Q3,0.10000000000000002,104.24666666666667,-3.4544500355014995,,
Australia,2021Q4,0.10000000000000002,104.43333333333334,0.1790624800153573,,
Australia,2022Q1,0.10000000000000002,104.87666666666667,0.42451324609000807,,
Australia,2022Q2,0.4333333333333333,107.71999999999998,2.711120999268979,,
Australia,2022Q3,1.8500000000000003,107.65333333333335,-0.06188884762963198,,
Australia,2022Q4,2.85,105.94333333333333,-1.5884320039633582,,
Australia,2023Q1,3.35,107.02666666666666,1.0225592297769204,,
Australia,2023Q2,3.85,105.92,-1.034010215522596,,
Australia,2023Q3,4.1,106.02,0.0944108761329332,,
Australia,2023Q4,4.266666666666667,106.46999999999998,0.4244482173174857,,
Australia,2024Q1,4.35,107.50333333333333,0.9705394320778993,,
Australia,2024Q2,4.35,109.70666666666666,2.049548851198413,,
Australia,2024Q3,4.35,109.19666666666666,-0.4648760330578594,,
Australia,2024Q4,4.35,107.68,-1.388931286058781,,
Australia,2025Q1,4.183333333333333,105.19666666666667,-2.306215948489354,,
Australia,2025Q2,3.9333333333333336,104.55,-0.6147216324978722,,
Australia,2025Q3,3.6833333333333336,106.40333333333332,1.772676550294916,,
Australia,2025Q4,3.6,107.71,1.2280317032674404,,
Australia,2026Q1,3.85,112.35,4.3078637081050974,,
Brazil,1986Q2,18.26,,,,
Brazil,1986Q3,34.91,,,,
Brazil,1986Q4,61.14666666666667,,,,
Brazil,1987Q1,314.08666666666664,,,,
Brazil,1987Q2,833.3733333333333,,,,
Brazil,1987Q3,153.87666666666667,,,,
Brazil,1987Q4,352.4466666666667,,,,
Brazil,1988Q1,784.3866666666667,,,,
Brazil,1988Q2,749.8766666666667,,,,
Brazil,1988Q3,1993.9466666666667,,,,
Brazil,1988Q4,2307.93,,,,
Brazil,1989Q1,800.2800000000001,,,,
Brazil,1989Q2,1466.0766666666668,,,,
Brazil,1989Q3,5354.483333333334,,,,
Brazil,1989Q4,45338.966666666674,,,,
Brazil,1990Q1,150858.36000000002,,,,
Brazil,1990Q2,207.83,,,,
Brazil,1990Q3,540.1166666666667,,,,
Brazil,1990Q4,1188.3833333333332,,,,
Brazil,1991Q1,583.9766666666666,,,,
Brazil,1991Q2,221.7733333333333,,,,
Brazil,1991Q3,600.6733333333333,,,,
Brazil,1991Q4,2746.4266666666667,,,,
Brazil,1992Q1,1981.0199999999998,,,,
Brazil,1992Q2,1254.47,,,,
Brazil,1992Q3,1585.3999999999999,,,,
Brazil,1992Q4,1649.2933333333333,,,,
Brazil,1993Q1,2647.523333333333,,,,
Brazil,1993Q2,2692.49,,,,
Brazil,1993Q3,4003.3233333333337,,,,
Brazil,1993Q4,5785.579999999999,,,,
Brazil,1994Q1,11608.419999999998,136.35333333333332,,,
Brazil,1994Q2,11773.24,135.73,-0.45714565100474225,,
Brazil,1994Q3,61.21,135.16666666666666,-0.4150396620742125,,
Brazil,1994Q4,60.02333333333333,151.38,11.995067817509252,,
Brazil,1995Q1,56.050000000000004,154.89333333333332,2.320870216232862,,
Brazil,1995Q2,69.05666666666667,149.88333333333333,-3.234483945941291,,
Brazil,1995Q3,53.879999999999995,154.22333333333333,2.895585455354177,,
Brazil,1995Q4,41.71666666666667,157.32666666666668,2.0122333412583515,,
Brazil,1996Q1,32.71666666666667,160.80666666666667,2.211958133819225,,
Brazil,1996Q2,26.373333333333335,163.24,1.5132042618465347,,
Brazil,1996Q3,24.00333333333333,163.44,0.12251899044350978,,
Brazil,1996Q4,23.616666666666664,162.08666666666667,-0.8280306738456478,,
Brazil,1997Q1,23.66,166.03333333333333,2.434911364290704,,
Brazil,1997Q2,21.08,166.78,0.44970889379643,,
Brazil,1997Q3,19.703333333333333,166.92,0.08394291881519411,,
Brazil,1997Q4,41.24666666666667,165.92999999999998,-0.5930984902947523,,
Brazil,1998Q1,32.333333333333336,169.5,2.151509672753593,,
Brazil,1998Q2,22.0,166.64000000000001,-1.6873156342182782,,
Brazil,1998Q3,19.5,163.09,-2.1303408545367275,,
Brazil,1998Q4,22.333333333333332,154.35,-5.359004230792818,,
Brazil,1999Q1,30.666666666666668,107.71666666666665,-30.21272000863838,,
Brazil,1999Q2,25.5,114.05666666666666,5.885811542627262,,
Brazil,1999Q3,19.333333333333332,106.75999999999999,-6.397404798784234,,
Brazil,1999Q4,19.0,105.70333333333333,-0.9897589609091928,,
Brazil,2000Q1,18.833333333333332,116.07333333333334,9.810475860111634,,
Brazil,2000Q2,18.166666666666668,117.03000000000002,0.8241916030095942,,
Brazil,2000Q3,16.5,120.11,2.63180381098862,,
Brazil,2000Q4,16.25,115.72000000000001,-3.654982932312034,,
Brazil,2001Q1,15.416666666666666,110.87666666666667,-4.185390021891933,,
Brazil,2001Q2,17.083333333333332,100.40333333333332,-9.445930914229027,,
Brazil,2001Q3,19.0,92.02666666666666,-8.343016500116196,,
Brazil,2001Q4,19.0,93.94,2.0791075050710095,,
Brazil,2002Q1,18.75,106.52666666666669,13.398623234688834,,
Brazil,2002Q2,18.5,104.62333333333333,-1.7867200700920072,,
Brazil,2002Q3,18.0,83.62333333333333,-20.072004333004113,,
Brazil,2002Q4,22.666666666666668,73.60000000000001,-11.986287718738776,,
Brazil,2003Q1,26.166666666666668,78.80333333333334,7.069746376811592,,
Brazil,2003Q2,26.333333333333332,91.47666666666667,16.082230024110643,,
Brazil,2003Q3,22.166666666666668,93.95,2.703786029224209,,
Brazil,2003Q4,17.666666666666668,93.50333333333333,-0.47543019336526715,,
Brazil,2004Q1,16.416666666666668,92.65333333333332,-0.9090585005882224,,
Brazil,2004Q2,16.0,90.02666666666666,-2.8349402791768563,,
Brazil,2004Q3,16.083333333333332,93.07,3.380479857819907,,
Brazil,2004Q4,17.25,97.69,4.964005587192433,,
Brazil,2005Q1,18.75,102.14,4.5552257139932495,,
Brazil,2005Q2,19.666666666666668,111.91333333333334,9.568566020494762,,
Brazil,2005Q3,19.666666666666668,119.17333333333333,6.4871626854113185,,
Brazil,2005Q4,18.5,126.67,6.290557171626765,,
Brazil,2006Q1,17.0,129.87666666666667,2.53151232862292,,
Brazil,2006Q2,15.583333333333334,127.86,-1.5527551779893733,,
Brazil,2006Q3,14.416666666666666,127.93333333333332,0.05735439803951081,,
Brazil,2006Q4,13.416666666666666,128.81666666666666,0.6904637832204408,,
Brazil,2007Q1,12.916666666666666,131.29,1.920041402510031,,
Brazil,2007Q2,12.333333333333334,137.04,4.379617640338185,,
Brazil,2007Q3,11.416666666666666,140.85666666666668,2.785074917299113,,
Brazil,2007Q4,11.25,147.29,4.567290626405085,,
Brazil,2008Q1,11.25,148.93666666666667,1.1179758752574376,,
Brazil,2008Q2,11.916666666666666,153.84333333333333,3.29446520892549,,
Brazil,2008Q3,13.25,156.66,1.830866899226491,,
Brazil,2008Q4,13.75,125.38333333333333,-19.964679348057366,,
Brazil,2009Q1,12.25,128.07666666666668,2.148079223713961,,
Brazil,2009Q2,9.916666666666666,140.91,10.020040080160308,,
Brazil,2009Q3,8.75,154.00666666666666,9.294348638610938,,
Brazil,2009Q4,8.75,162.30333333333334,5.3872126747759985,,
Brazil,2010Q1,8.75,160.39000000000001,-1.1788626234827793,,
Brazil,2010Q2,9.75,166.36,3.722177193091847,,
Brazil,2010Q3,10.75,168.38,1.2142341909112675,,
Brazil,2010Q4,10.75,170.59,1.312507423684517,,
Brazil,2011Q1,11.416666666666666,174.22333333333333,2.1298630244054984,,
Brazil,2011Q2,12.083333333333334,179.60333333333332,3.0879905102646044,,
Brazil,2011Q3,12.333333333333334,177.04333333333332,-1.4253633006068966,,
Brazil,2011Q4,11.333333333333334,166.20333333333335,-6.122794796000964,,
Brazil,2012Q1,10.25,170.43666666666664,2.547080884859887,,
Brazil,2012Q2,8.666666666666666,156.31,-8.288513817449283,,
Brazil,2012Q3,7.666666666666667,153.11333333333334,-2.0450813554261815,,
Brazil,2012Q4,7.25,150.78666666666666,-1.5195715591936332,,
Brazil,2013Q1,7.25,158.3033333333333,4.984967724820932,,
Brazil,2013Q2,7.833333333333333,156.02333333333334,-1.440272893811445,,
Brazil,2013Q3,8.833333333333334,142.18333333333334,-8.870468092379348,,
Brazil,2013Q4,9.833333333333334,144.20000000000002,1.4183565818778776,,
