country,year,domar_cross,wicksell_cross,ema_cross,isf_cross,idec_cross
Saudi Arabia,2019,True,False,False,False,True
Saudi Arabia,2020,True,True,False,False,True
Saudi Arabia,2021,False,True,False,False,True
Saudi Arabia,2022,False,False,False,False,True
Saudi Arabia,2023,True,False,False,False,True
Saudi Arabia,2024,True,False,False,False,True
South Korea,1994,False,False,False,False,False
South Korea,1995,False,False,True,False,False
South Korea,1996,False,False,False,False,False
South Korea,1997,False,False,False,False,False
South Korea,1998,False,False,False,False,False
South Korea,1999,False,False,True,False,False
South Korea,2000,False,True,True,False,True
South Korea,2001,False,True,False,False,True
South Korea,2002,False,True,True,False,True
South Korea,2003,False,True,True,False,True
South Korea,2004,False,False,True,False,True
South Korea,2005,False,False,True,False,True
South Korea,2006,False,True,True,False,True
South Korea,2007,False,True,True,False,True
South Korea,2008,False,False,False,False,True
South Korea,2009,False,True,False,False,True
South Korea,2010,False,False,True,False,True
South Korea,2011,False,False,True,False,True
South Korea,2012,False,False,False,False,True
South Korea,2013,False,False,True,False,True
South Korea,2014,False,True,True,False,True
South Korea,2015,False,False,False,False,True
South Korea,2016,False,False,False,False,True
South Korea,2017,False,False,True,False,True
South Korea,2018,False,False,True,False,True
South Korea,2019,False,False,False,False,True
South Korea,2020,True,True,False,False,True
South Korea,2021,False,True,True,False,True
South Korea,2022,False,False,False,False,True
South Korea,2023,False,False,False,False,True
South Korea,2024,False,False,False,False,True
Spain,1994,True,False,False,False,True
Spain,1995,True,False,False,False,False
Spain,1996,True,False,False,False,False
Spain,1997,False,False,False,False,False
Spain,1998,False,False,False,False,False
Spain,1999,False,True,False,False,False
Spain,2000,False,False,False,False,False
Spain,2001,False,False,False,False,False
Spain,2002,False,False,False,False,False
Spain,2003,False,False,False,False,False
Spain,2004,False,True,False,False,False
Spain,2005,False,True,False,False,False
Spain,2006,False,True,False,False,False
Spain,2007,False,True,False,False,False
Spain,2008,True,False,False,False,False
Spain,2009,True,False,False,False,False
Spain,2010,True,False,False,False,False
Spain,2011,True,False,False,False,False
Spain,2012,True,True,False,False,False
Spain,2013,True,False,False,False,False
Spain,2014,True,False,False,False,False
Spain,2015,True,False,False,False,False
Spain,2016,True,True,False,False,False
Spain,2017,False,True,False,False,False
Spain,2018,False,False,False,False,False
Spain,2019,False,False,False,False,False
Spain,2020,True,False,False,False,False
Spain,2021,False,False,False,False,False
Spain,2022,False,True,False,False,False
Spain,2023,False,False,False,False,False
Spain,2024,False,False,False,False,False
Turkey,1994,False,False,False,False,False
Turkey,1995,False,False,True,False,False
Turkey,1996,False,False,True,False,False
Turkey,1997,False,False,True,False,False
Turkey,1998,False,False,True,False,False
Turkey,1999,False,False,True,False,False
Turkey,2000,False,False,True,True,False
Turkey,2001,False,False,True,True,False
Turkey,2002,False,False,True,True,False
Turkey,2003,False,False,True,True,False
Turkey,2004,False,False,True,True,False
Turkey,2005,False,False,True,False,False
Turkey,2006,False,False,False,False,False
Turkey,2007,False,False,True,False,True
Turkey,2008,False,False,True,False,True
Turkey,2009,True,True,False,False,True
Turkey,2010,False,True,True,False,True
Turkey,2011,False,True,False,False,True
Turkey,2012,False,True,False,False,True
Turkey,2013,False,True,False,False,True
Turkey,2014,False,False,False,False,False
Turkey,2015,False,False,False,False,False
Turkey,2016,False,True,False,False,False
Turkey,2017,False,True,False,False,False
Turkey,2018,False,False,False,False,False
Turkey,2019,True,False,False,False,False
Turkey,2020,True,True,False,False,False
Turkey,2021,False,True,True,False,False
Turkey,2022,False,True,True,False,False
Turkey,2023,False,True,True,False,False
Turkey,2024,False,False,True,False,False
United Kingdom,1994,True,False,False,False,True
United Kingdom,1995,True,False,True,False,True
United Kingdom,1996,True,False,True,False,True
United Kingdom,1997,True,False,True,False,False
United Kingdom,1998,False,False,True,False,False
United Kingdom,1999,False,False,False,False,False
United Kingdom,2000,False,False,False,False,False
United Kingdom,2001,False,False,False,False,False
United Kingdom,2002,True,True,True,False,False
United Kingdom,2003,True,True,True,False,False
United Kingdom,2004,True,True,True,False,False
United Kingdom,2005,True,True,True,False,False
United Kingdom,2006,True,False,True,False,False
United Kingdom,2007,True,False,True,False,False
United Kingdom,2008,True,False,False,False,False
United Kingdom,2009,True,False,False,False,False
United Kingdom,2010,True,True,False,False,False
United Kingdom,2011,True,True,True,False,False
United Kingdom,2012,True,True,False,False,False
United Kingdom,2013,True,False,False,False,False
United Kingdom,2014,True,False,True,False,False
United Kingdom,2015,True,False,False,False,False
United Kingdom,2016,False,False,False,False,False
United Kingdom,2017,False,True,False,False,False
United Kingdom,2018,False,False,True,False,False
United Kingdom,2019,False,False,False,False,False
United Kingdom,2020,True,True,True,False,False
United Kingdom,2021,False,True,True,False,False
United Kingdom,2022,False,True,False,False,False
United Kingdom,2023,False,False,True,False,False
United Kingdom,2024,True,False,True,False,False
United States,1994,False,False,False,False,False
United States,1995,False,False,True,False,False
United States,1996,False,False,False,False,False
United States,1997,False,False,False,False,False
United States,1998,False,False,False,False,False
United States,1999,False,False,False,False,False
United States,2000,False,False,True,False,False
United States,2001,False,False,True,False,False
United States,2002,True,False,False,False,False
United States,2003,True,True,True,False,False
United States,2004,True,False,True,False,False
United States,2005,False,True,True,False,False
United States,2006,False,False,True,False,False
United States,2007,False,False,True,False,False
United States,2008,True,False,True,False,False
United States,2009,True,True,False,False,False
United States,2010,True,False,False,False,False
United States,2011,True,True,True,False,False
United States,2012,True,True,True,False,False
United States,2013,True,True,False,False,False
United States,2014,False,True,False,False,False
United States,2015,False,True,False,False,False
United States,2016,True,False,False,False,False
United States,2017,True,False,False,False,False
United States,2018,False,False,True,False,False
United States,2019,True,False,False,False,False
United States,2020,True,True,True,False,False
United States,2021,False,False,True,False,False
United States,2022,False,False,True,False,False
United States,2023,False,False,True,False,False
United States,2024,True,False,True,False,True
